Date,Close/Last,Volume,Open,High,Low
02/11/2021,$57.67,2326578,$57.81,$57.94,$56.69
02/10/2021,$57.67,3452996,$57.00,$58.38,$56.48
02/09/2021,$56.60,4209540,$57.50,$57.5153,$56.37
02/08/2021,$57.35,2543282,$57.75,$58.26,$57.21
02/05/2021,$57.24,3732511,$56.74,$57.83,$56.44
02/04/2021,$56.34,4312347,$55.47,$56.37,$54.82
02/03/2021,$55.35,3984229,$54.31,$55.395,$54.039
02/02/2021,$54.61,5229473,$53.56,$54.87,$52.87
02/01/2021,$52.75,4128319,$52.39,$52.84,$51.33
01/29/2021,$51.90,8895444,$53.85,$54.705,$51.76
01/28/2021,$54.38,5817027,$54.14,$54.85,$53.00
01/27/2021,$54.39,6283536,$54.64,$55.08,$52.66
01/26/2021,$55.74,3060282,$57.89,$58.25,$55.70
01/25/2021,$57.23,3682556,$56.86,$57.42,$55.66
01/22/2021,$57.50,2621785,$56.99,$57.785,$56.87
01/21/2021,$57.56,3442039,$58.51,$58.77,$57.31
01/20/2021,$58.57,3724400,$57.87,$58.63,$57.23
01/19/2021,$57.55,4919337,$57.76,$58.20,$56.33
01/15/2021,$57.31,6692942,$58.62,$58.82,$57.13
01/14/2021,$59.65,3578778,$60.21,$60.50,$59.42
01/13/2021,$60.03,3236261,$60.75,$61.31,$59.66
01/12/2021,$61.04,6235742,$59.32,$61.21,$59.00
01/11/2021,$58.86,3455867,$57.70,$58.95,$57.25
01/08/2021,$58.21,4063547,$58.37,$58.86,$57.75
01/07/2021,$58.51,4437561,$59.00,$59.77,$58.105
01/06/2021,$58.43,6208448,$56.95,$59.21,$56.55
01/05/2021,$55.80,3112791,$54.14,$56.17,$54.00
01/04/2021,$54.04,4853062,$55.82,$56.1214,$53.65
12/31/2020,$55.50,2663490,$55.47,$56.10,$55.11
12/30/2020,$55.47,3790040,$54.35,$55.66,$54.30
12/29/2020,$54.33,2221992,$54.50,$54.82,$53.85
12/28/2020,$54.29,3668192,$55.27,$55.77,$54.18
12/24/2020,$54.79,1074880,$54.92,$54.9681,$54.335
12/23/2020,$54.75,2251621,$55.02,$55.77,$54.73
12/22/2020,$54.67,2272556,$55.01,$55.27,$54.44
12/21/2020,$55.08,4458842,$54.05,$55.20,$53.73
12/18/2020,$55.66,11536680,$55.11,$55.75,$54.24
12/17/2020,$53.83,2222358,$54.20,$54.33,$53.585
12/16/2020,$53.83,1948873,$54.03,$54.1096,$53.24
12/15/2020,$54.13,2335474,$53.85,$54.15,$53.15
12/14/2020,$53.06,3121894,$54.60,$54.76,$53.03
12/11/2020,$54.00,2674780,$54.29,$54.45,$53.57
12/10/2020,$54.43,3401959,$54.66,$55.11,$54.04
12/09/2020,$54.66,3219097,$54.94,$55.7499,$54.35
12/08/2020,$54.55,3161546,$52.90,$54.67,$52.80
12/07/2020,$53.21,3602707,$54.93,$54.94,$53.02
12/04/2020,$55.05,3294474,$53.81,$55.10,$53.80
12/03/2020,$53.60,3213895,$52.99,$53.889,$52.80
12/02/2020,$53.20,3722954,$53.32,$53.565,$52.69
12/01/2020,$53.53,4328846,$54.43,$54.43,$52.90
11/30/2020,$53.01,8760639,$54.89,$55.00,$52.80
11/27/2020,$55.40,2847383,$55.91,$56.05,$55.01
11/25/2020,$56.43,4158453,$57.45,$57.45,$56.165
11/24/2020,$57.73,4442775,$57.00,$58.18,$56.61
11/23/2020,$55.94,4563309,$55.28,$56.29,$55.28
11/20/2020,$54.73,2871818,$55.07,$55.42,$54.28
11/19/2020,$55.34,3514002,$54.91,$55.49,$53.92
11/18/2020,$55.30,5903454,$54.65,$56.275,$54.53
11/17/2020,$54.48,4794952,$53.16,$54.56,$52.83
11/16/2020,$53.93,4075611,$53.55,$53.94,$52.14
11/13/2020,$51.97,3483195,$50.27,$52.13,$50.20
11/12/2020,$51.04,3468632,$51.74,$52.07,$50.54
11/11/2020,$52.21,4118487,$53.50,$53.605,$52.02
11/10/2020,$53.46,6148698,$52.33,$53.70,$52.07
11/09/2020,$52.12,9208254,$51.59,$54.18,$51.54
11/06/2020,$48.23,3061541,$49.23,$49.82,$48.031
11/05/2020,$48.97,4253017,$46.90,$49.45,$46.88
11/04/2020,$46.45,4542285,$47.95,$48.34,$46.2522
11/03/2020,$48.73,3293458,$48.25,$49.03,$47.66
11/02/2020,$47.82,3675799,$46.25,$48.06,$45.88
10/30/2020,$45.49,5166099,$45.86,$46.1899,$44.73
10/29/2020,$46.25,4300088,$44.63,$46.66,$44.57
10/28/2020,$45.18,6157072,$44.94,$45.70,$44.33
10/27/2020,$46.57,4141156,$46.92,$47.19,$46.39
10/26/2020,$47.15,4026350,$47.94,$48.14,$46.8168
10/23/2020,$48.53,3123429,$49.52,$49.9499,$48.41
10/22/2020,$48.82,5247621,$49.81,$50.16,$47.15
10/21/2020,$48.55,4092535,$49.38,$49.715,$48.55
10/20/2020,$49.34,2504534,$49.35,$50.15,$49.21
10/19/2020,$48.84,2903457,$49.33,$50.33,$48.74
10/16/2020,$49.30,2754650,$49.37,$49.995,$49.13
10/15/2020,$49.01,2793820,$47.88,$49.075,$47.84
10/14/2020,$48.83,5323887,$47.84,$48.9699,$47.42
10/13/2020,$47.88,6832232,$48.48,$48.98,$47.80
10/12/2020,$48.58,3005701,$49.40,$49.50,$48.2622
10/09/2020,$49.36,4473120,$49.80,$50.09,$48.70
10/08/2020,$49.38,2962044,$48.62,$49.41,$48.4759
10/07/2020,$48.30,4506471,$48.45,$49.06,$48.00
10/06/2020,$47.88,4474717,$49.12,$49.79,$47.86
10/05/2020,$48.58,3913406,$47.90,$48.8832,$47.70
10/02/2020,$47.31,4559039,$45.37,$47.47,$45.13
10/01/2020,$46.11,3407842,$47.21,$47.50,$45.93
09/30/2020,$47.05,4663564,$47.19,$48.12,$46.6102
09/29/2020,$46.57,2716855,$47.23,$47.78,$46.26
09/28/2020,$47.48,3993125,$46.50,$48.28,$46.50
09/25/2020,$46.04,4090217,$45.77,$46.40,$45.63
09/24/2020,$46.41,4648682,$46.67,$46.99,$45.69
09/23/2020,$46.74,4017963,$47.68,$48.12,$46.47
09/22/2020,$47.80,4181859,$47.98,$48.155,$47.20
09/21/2020,$47.91,6468795,$49.04,$49.33,$47.18
09/18/2020,$50.37,6271507,$50.53,$51.23,$50.25
09/17/2020,$50.97,5253719,$49.37,$51.25,$48.85
09/16/2020,$49.70,5864228,$50.19,$51.10,$49.43
09/15/2020,$51.07,4771657,$50.61,$51.5601,$50.39
09/14/2020,$50.09,5298909,$50.07,$50.51,$49.695
09/11/2020,$49.85,6225695,$49.21,$50.42,$49.04
09/10/2020,$48.70,4211309,$49.30,$49.75,$48.66
09/09/2020,$49.23,4168293,$48.57,$49.88,$48.50
09/08/2020,$47.93,4280766,$47.69,$48.415,$47.435
09/04/2020,$48.60,5326331,$49.29,$49.70,$48.08
09/03/2020,$48.39,6726911,$49.28,$49.80,$47.92
09/02/2020,$49.22,7305907,$47.68,$49.28,$47.42
09/01/2020,$47.27,5428599,$44.79,$47.28,$44.47
08/31/2020,$45.12,3916817,$45.99,$46.11,$45.09
08/28/2020,$46.05,3772941,$45.41,$46.21,$44.97
08/27/2020,$46.16,3702291,$46.68,$46.95,$45.81
08/26/2020,$46.34,3928691,$45.68,$46.66,$45.28
08/25/2020,$45.59,4188033,$46.41,$46.66,$45.473
08/24/2020,$46.12,4608978,$44.30,$46.15,$44.02
08/21/2020,$43.59,2511639,$43.50,$43.87,$43.25
08/20/2020,$43.69,3324045,$44.02,$44.14,$43.53
08/19/2020,$44.64,3453402,$44.69,$45.10,$44.25
08/18/2020,$44.71,2447199,$44.41,$45.03,$44.31
08/17/2020,$44.46,3257407,$45.10,$45.44,$44.21
08/14/2020,$44.87,1998413,$43.95,$45.14,$43.83
08/13/2020,$44.43,2767067,$43.86,$44.87,$43.71
08/12/2020,$44.28,2577510,$45.22,$45.38,$43.93
08/11/2020,$44.50,4373814,$45.54,$46.07,$44.34
08/10/2020,$44.80,4245910,$42.81,$44.89,$42.81
08/07/2020,$42.63,2913536,$41.58,$42.665,$41.4444
08/06/2020,$42.05,3724985,$41.69,$42.3167,$41.0555
08/05/2020,$41.99,3628782,$41.90,$42.48,$41.75
08/04/2020,$41.32,5408755,$40.04,$41.865,$39.90
08/03/2020,$40.09,5084560,$41.22,$41.24,$40.08
07/31/2020,$41.06,7463214,$41.49,$41.92,$40.59
07/30/2020,$41.73,4118685,$42.66,$42.83,$41.34
07/29/2020,$43.52,3187161,$42.80,$43.6359,$42.74
07/28/2020,$42.62,3395547,$43.74,$44.02,$42.59
07/27/2020,$44.00,4733801,$42.81,$44.48,$42.43
07/24/2020,$42.61,2999946,$42.82,$43.48,$42.30
07/23/2020,$42.82,6574291,$43.00,$43.20,$41.88
07/22/2020,$44.34,5792842,$42.94,$44.50,$42.885
07/21/2020,$43.04,3399981,$42.50,$43.43,$42.45
07/20/2020,$42.30,3580886,$43.34,$43.675,$42.12
07/17/2020,$43.67,4612391,$44.07,$44.15,$42.96
07/16/2020,$43.83,4259886,$43.19,$44.265,$42.84
07/15/2020,$43.33,3788340,$43.65,$44.10,$42.555
07/14/2020,$42.44,4350792,$41.32,$42.68,$41.24
07/13/2020,$41.24,3089031,$41.10,$41.84,$40.50
07/10/2020,$40.76,3007804,$39.44,$40.82,$39.4227
07/09/2020,$39.44,3671870,$40.39,$40.52,$39.17
07/08/2020,$40.35,4823859,$41.49,$41.78,$39.635
07/07/2020,$41.69,4536154,$41.74,$42.07,$41.17
07/06/2020,$42.45,4678989,$42.63,$42.78,$41.56
07/02/2020,$41.59,4017525,$41.66,$42.25,$40.91
07/01/2020,$40.75,4023867,$40.75,$41.30,$40.33
06/30/2020,$40.76,4835456,$40.59,$40.95,$39.76
06/29/2020,$40.98,7756715,$40.36,$41.195,$40.19
06/26/2020,$39.80,8333819,$39.56,$40.00,$38.73
06/25/2020,$39.98,5986878,$38.00,$40.03,$37.68
06/24/2020,$38.45,7707228,$40.60,$40.72,$38.32
06/23/2020,$41.35,3603853,$42.48,$42.48,$41.33
06/22/2020,$41.74,3316008,$41.46,$42.13,$40.67
06/19/2020,$41.65,7494413,$42.63,$43.00,$41.47
06/18/2020,$41.58,4106765,$40.65,$41.99,$40.38
06/17/2020,$41.17,3525111,$42.70,$42.796,$41.03
06/16/2020,$42.25,5595112,$44.16,$44.50,$41.44
06/15/2020,$41.98,5667288,$39.48,$42.45,$39.29
06/12/2020,$41.23,5034939,$41.82,$41.915,$39.985
06/11/2020,$39.26,9225121,$41.225,$42.04,$38.95
06/10/2020,$43.58,4267664,$44.39,$44.50,$43.40
06/09/2020,$44.41,5535396,$44.47,$44.82,$43.9191
06/08/2020,$45.90,5727335,$44.08,$45.93,$44.08
06/05/2020,$43.97,7656517,$44.71,$45.73,$43.8365
06/04/2020,$42.71,3901494,$41.50,$42.76,$41.32
06/03/2020,$41.63,5160633,$41.49,$42.30,$41.46
06/02/2020,$40.60,6083430,$39.20,$41.23,$39.09
06/01/2020,$38.61,3014417,$38.61,$39.01,$38.18
05/29/2020,$38.60,5254710,$38.14,$38.99,$37.72
05/28/2020,$38.71,5270538,$39.57,$39.69,$38.35
05/27/2020,$39.82,6895175,$39.95,$40.665,$39.03
05/26/2020,$38.79,6188630,$38.36,$38.95,$37.92
05/22/2020,$36.12,3040734,$35.68,$36.18,$35.37
05/21/2020,$35.82,3941763,$36.00,$36.76,$35.66
05/20/2020,$36.18,5656172,$36.34,$37.00,$35.76
05/19/2020,$35.64,4415537,$36.63,$36.68,$35.58
05/18/2020,$36.74,8546605,$35.88,$38.01,$35.71
05/15/2020,$33.56,4829410,$33.21,$33.98,$32.8304
05/14/2020,$33.51,6187891,$31.19,$33.55,$30.90
05/13/2020,$32.35,5865169,$33.50,$33.563,$31.79
05/12/2020,$33.79,5675435,$34.25,$35.41,$33.75
05/11/2020,$33.90,4320973,$34.20,$34.24,$33.08
05/08/2020,$34.33,4324506,$33.78,$34.37,$33.37
05/07/2020,$32.85,5058466,$32.53,$33.80,$32.51
05/06/2020,$31.96,4601512,$32.71,$33.375,$31.88
05/05/2020,$33.37,5041572,$33.63,$34.55,$33.23
05/04/2020,$33.06,6248349,$32.10,$33.14,$31.76
05/01/2020,$33.93,8709271,$34.73,$35.09,$33.54
04/30/2020,$36.69,10990220,$37.27,$37.35,$36.05
04/29/2020,$37.47,6887348,$37.00,$38.09,$36.90
04/28/2020,$35.87,5868593,$35.48,$36.19,$34.71
04/27/2020,$34.44,4885908,$33.31,$34.745,$32.8099
04/24/2020,$33.12,4979469,$33.04,$33.35,$32.24
04/23/2020,$32.56,7724714,$32.10,$33.33,$32.01
04/22/2020,$31.84,5338064,$31.80,$32.025,$30.88
04/21/2020,$30.88,7315130,$30.40,$31.16,$29.62
04/20/2020,$31.53,7140696,$32.18,$32.83,$31.50
04/17/2020,$33.42,6544068,$33.04,$34.06,$32.60
04/16/2020,$31.63,6918459,$32.69,$32.69,$30.65
04/15/2020,$32.23,7586720,$33.85,$33.85,$31.8699
04/14/2020,$35.37,7348798,$36.37,$37.14,$35.09
04/13/2020,$35.23,7170551,$36.47,$36.90,$34.57
04/09/2020,$36.56,9892280,$35.75,$37.74,$35.54
04/08/2020,$34.79,7220706,$32.97,$34.94,$32.36
04/07/2020,$32.33,15028010,$32.76,$35.07,$31.81
04/06/2020,$30.54,8021118,$29.53,$30.98,$29.50
04/03/2020,$27.97,8005127,$27.78,$28.57,$27.42
04/02/2020,$28.03,10680340,$27.11,$29.84,$26.9252
04/01/2020,$27.04,10339940,$27.84,$28.27,$26.94
03/31/2020,$29.24,7603278,$28.55,$30.08,$28.45
03/30/2020,$28.65,6817047,$28.31,$29.39,$27.8101
03/27/2020,$28.56,9101424,$28.00,$29.2618,$26.92
03/26/2020,$29.68,14302170,$30.28,$31.30,$28.95
03/25/2020,$30.38,10539250,$29.18,$32.425,$28.60
03/24/2020,$28.47,12333650,$28.66,$29.96,$26.90
03/23/2020,$26.58,11703120,$27.14,$28.43,$26.01
03/20/2020,$27.44,12649120,$28.59,$29.69,$26.59
03/19/2020,$28.12,13893430,$26.28,$31.35,$25.93
03/18/2020,$26.44,16955890,$24.84,$28.2899,$24.51
03/17/2020,$26.60,19873250,$25.67,$27.60,$22.74
03/16/2020,$22.00,12345390,$23.10,$25.43,$21.95
03/13/2020,$25.69,17350830,$27.93,$28.01,$22.58
03/12/2020,$23.67,18163270,$25.45,$26.39,$22.39
03/11/2020,$27.99,12459430,$30.19,$30.33,$27.8501
03/10/2020,$31.40,12975440,$32.51,$33.33,$29.315
03/09/2020,$30.53,15081530,$34.75,$34.94,$30.43
03/06/2020,$38.97,6928360,$38.72,$39.69,$38.31
03/05/2020,$40.10,5447386,$40.03,$40.63,$39.66
03/04/2020,$41.91,4967253,$41.45,$41.97,$40.21
03/03/2020,$40.56,6765291,$41.35,$42.7439,$39.74
03/02/2020,$41.42,7706652,$41.05,$41.42,$39.78
02/28/2020,$40.41,10281590,$38.12,$40.49,$38.05
02/27/2020,$39.55,10009270,$41.33,$41.46,$39.50
02/26/2020,$43.05,6472198,$44.45,$44.88,$43.02
02/25/2020,$43.95,5529265,$46.50,$46.535,$43.58
02/24/2020,$46.24,5075879,$46.61,$47.04,$45.80
02/21/2020,$48.30,3972853,$48.58,$48.77,$48.08
02/20/2020,$48.76,4154273,$47.52,$48.81,$47.44
02/19/2020,$47.56,5644897,$47.82,$48.29,$47.41
02/18/2020,$47.74,3594866,$48.19,$48.52,$47.2289
02/14/2020,$48.63,3206989,$48.51,$48.94,$48.38
02/13/2020,$48.30,3302628,$48.90,$48.99,$48.02
02/12/2020,$49.38,2964166,$49.69,$50.37,$48.99
02/11/2020,$48.79,3705361,$48.54,$50.01,$48.50
02/10/2020,$48.19,2488501,$47.80,$48.72,$47.80
02/07/2020,$48.03,3802288,$48.54,$48.54,$47.45
02/06/2020,$49.20,5985231,$49.61,$49.66,$48.56
02/05/2020,$49.61,5403247,$48.88,$49.74,$48.52
02/04/2020,$48.05,5287027,$47.65,$48.38,$47.44
02/03/2020,$46.74,6366290,$46.31,$46.97,$45.73
01/31/2020,$46.07,7532256,$47.70,$47.865,$45.92
01/30/2020,$48.47,5644923,$48.31,$48.98,$47.66
01/29/2020,$49.67,6828078,$48.98,$49.95,$48.60
01/28/2020,$47.16,5813835,$47.40,$47.72,$47.02
01/27/2020,$47.18,4827182,$47.31,$47.58,$46.64
01/24/2020,$48.49,5919607,$49.88,$50.27,$48.04
01/23/2020,$50.25,5797697,$50.22,$50.75,$49.15
01/22/2020,$50.87,5149562,$52.73,$52.80,$50.6819
01/21/2020,$52.60,4156004,$52.98,$53.15,$52.20
01/17/2020,$53.34,3897498,$52.53,$53.36,$52.425
01/16/2020,$52.48,3765886,$52.58,$52.87,$52.17
01/15/2020,$52.27,2235782,$52.19,$52.65,$51.70
01/14/2020,$52.24,3689824,$52.19,$52.97,$51.95
01/13/2020,$52.35,2665522,$51.50,$52.40,$51.47
01/10/2020,$51.50,3277354,$52.86,$52.87,$51.40
01/09/2020,$52.19,2668211,$52.75,$53.07,$51.8101
01/08/2020,$52.73,3629805,$52.41,$53.17,$51.92
01/07/2020,$52.19,5126211,$52.29,$53.0648,$51.99
01/06/2020,$52.21,4297095,$52.32,$52.88,$52.00
01/03/2020,$52.42,5004338,$53.11,$53.60,$52.41
01/02/2020,$53.75,5145916,$55.23,$55.54,$53.64
12/31/2019,$54.73,2145816,$54.02,$54.78,$53.93
12/30/2019,$54.34,1943757,$54.86,$55.05,$54.24
12/27/2019,$54.83,1688528,$55.29,$55.55,$54.72
12/26/2019,$55.22,1909555,$54.98,$55.23,$54.52
12/24/2019,$54.90,926169,$55.00,$55.25,$54.65
12/23/2019,$54.93,2679650,$54.49,$55.05,$54.22
12/20/2019,$54.61,10476680,$55.05,$55.25,$54.02
12/19/2019,$54.52,3358448,$54.43,$54.87,$54.06
12/18/2019,$54.25,3659050,$54.36,$54.69,$53.54
12/17/2019,$54.66,2665310,$54.10,$54.74,$53.93
12/16/2019,$54.17,4039980,$53.61,$54.54,$53.51
12/13/2019,$53.28,3198875,$54.64,$54.82,$53.25
12/12/2019,$54.45,2882839,$53.25,$54.58,$52.82
12/11/2019,$53.10,3253354,$53.50,$54.07,$53.05
12/10/2019,$53.13,2609676,$53.36,$53.39,$52.69
12/09/2019,$53.27,2390252,$53.96,$53.98,$52.99
12/06/2019,$53.22,2852859,$52.59,$53.75,$52.59
12/05/2019,$52.00,2692693,$52.53,$52.65,$51.68
12/04/2019,$52.28,3791442,$53.49,$53.49,$52.21
12/03/2019,$51.82,3990311,$51.96,$52.01,$51.05
12/02/2019,$53.16,3364773,$53.00,$53.75,$52.89
11/29/2019,$53.37,1887577,$54.01,$54.28,$53.12
11/27/2019,$54.28,3926099,$54.68,$54.90,$53.90
11/26/2019,$55.37,4681127,$55.20,$55.75,$54.82
11/25/2019,$55.20,5100517,$54.82,$55.23,$54.36
11/22/2019,$54.20,3119237,$53.98,$54.66,$53.60
11/21/2019,$53.88,4621468,$52.71,$53.92,$52.35
11/20/2019,$52.67,5397019,$53.14,$53.45,$52.10
11/19/2019,$53.39,5230290,$54.81,$54.81,$52.79
11/18/2019,$54.32,3445289,$54.75,$54.91,$54.12
11/15/2019,$54.86,3869714,$54.27,$55.29,$54.14
11/14/2019,$53.95,2601055,$53.30,$54.14,$53.15
11/13/2019,$53.66,3451109,$54.19,$54.48,$53.46
11/12/2019,$55.16,2742739,$56.00,$56.11,$54.53
11/11/2019,$55.81,3199377,$55.55,$56.25,$55.22
11/08/2019,$55.99,4830964,$55.50,$55.99,$55.02
11/07/2019,$55.80,6686466,$54.94,$55.94,$54.42
11/06/2019,$54.28,3864950,$54.16,$54.74,$53.81
11/05/2019,$54.20,6079448,$54.01,$55.00,$53.65
11/04/2019,$54.17,5439516,$52.65,$54.41,$52.46
11/01/2019,$52.31,3241478,$50.98,$52.49,$50.90
10/31/2019,$50.49,3793969,$50.88,$51.03,$49.71
10/30/2019,$51.03,3605620,$51.20,$51.47,$50.33
10/29/2019,$51.49,3471444,$50.96,$51.6299,$50.37
10/28/2019,$51.21,4545977,$50.75,$51.44,$50.43
10/25/2019,$50.48,5408419,$49.78,$50.76,$48.90
10/24/2019,$49.47,6119276,$48.65,$49.99,$47.84
10/23/2019,$47.23,4291653,$46.78,$47.51,$46.55
10/22/2019,$46.82,4940254,$47.08,$47.3843,$46.02
10/21/2019,$47.12,3999364,$48.59,$48.97,$47.09
10/18/2019,$47.96,3013731,$47.91,$48.1908,$47.36
10/17/2019,$47.81,2726017,$47.44,$48.54,$47.14
10/16/2019,$47.12,3630954,$47.49,$47.92,$47.01
10/15/2019,$47.20,3352309,$46.82,$48.10,$46.53
10/14/2019,$46.82,3250767,$46.72,$47.27,$46.2396
10/11/2019,$47.13,3699395,$45.75,$47.72,$45.503
10/10/2019,$44.92,4494329,$44.33,$45.29,$44.02
10/09/2019,$44.01,2849483,$44.39,$44.54,$44.00
10/08/2019,$43.85,2999823,$44.75,$45.05,$43.83
10/07/2019,$45.17,2984476,$45.08,$45.77,$44.765
10/04/2019,$45.34,3589401,$45.18,$45.7803,$45.01
10/03/2019,$45.31,3482650,$44.85,$45.39,$44.37
10/02/2019,$44.93,4836305,$44.67,$45.17,$44.36
10/01/2019,$45.97,3844589,$47.94,$48.57,$45.90
09/30/2019,$47.65,2568316,$47.26,$47.79,$47.11
09/27/2019,$47.07,3725668,$47.40,$47.8799,$47.01
09/26/2019,$47.23,2998602,$47.51,$47.69,$46.9343
09/25/2019,$47.68,4416000,$46.55,$47.97,$46.13
09/24/2019,$46.60,4524939,$47.78,$48.00,$45.95
09/23/2019,$47.91,3606911,$47.39,$48.215,$47.12
09/20/2019,$48.21,10589640,$47.47,$48.85,$47.07
09/19/2019,$47.64,2536357,$48.12,$48.41,$47.49
09/18/2019,$47.51,2592587,$47.90,$47.90,$47.02
09/17/2019,$48.00,4921708,$48.67,$49.09,$47.61
09/16/2019,$49.01,5040553,$48.69,$49.98,$48.28
09/13/2019,$48.20,4027567,$47.64,$48.44,$47.25
09/12/2019,$46.97,3649704,$47.07,$47.19,$45.57
09/11/2019,$46.88,4445017,$46.52,$47.05,$45.58
09/10/2019,$46.32,4704049,$45.10,$46.37,$44.78
09/09/2019,$44.45,3848017,$43.53,$44.6273,$43.26
09/06/2019,$43.24,3217914,$43.54,$43.66,$42.66
09/05/2019,$43.36,4044431,$43.15,$43.97,$43.09
09/04/2019,$42.54,2668512,$42.59,$42.79,$41.85
09/03/2019,$41.80,3360303,$42.14,$42.23,$41.15
08/30/2019,$42.63,4105361,$42.83,$43.00,$42.27
08/29/2019,$42.37,3296607,$42.33,$43.00,$42.21
08/28/2019,$42.52,4641840,$41.15,$42.64,$40.76
08/27/2019,$41.17,4153371,$41.19,$41.73,$40.919
08/26/2019,$40.82,3404507,$41.27,$41.35,$40.61
08/23/2019,$40.71,6718214,$42.00,$42.02,$40.44
08/22/2019,$42.05,6074608,$43.32,$43.90,$42.02
08/21/2019,$43.28,4398365,$43.85,$44.2398,$43.24
08/20/2019,$43.16,5973272,$45.25,$45.25,$43.07
08/19/2019,$45.60,3615483,$45.36,$45.8634,$45.15
08/16/2019,$44.51,4586010,$43.29,$44.81,$42.77
08/15/2019,$43.38,3494579,$44.34,$44.37,$42.96
08/14/2019,$44.08,6178272,$45.80,$46.15,$44.00
08/13/2019,$46.85,5415836,$45.78,$47.76,$45.58
08/12/2019,$45.69,4491578,$46.39,$46.80,$45.52
08/09/2019,$46.64,4472721,$46.42,$46.99,$46.10
08/08/2019,$46.79,4573351,$45.197,$46.82,$45.19
08/07/2019,$44.89,4490080,$44.10,$45.00,$43.91
08/06/2019,$44.43,4702804,$45.11,$45.45,$43.735
08/05/2019,$44.77,5147308,$45.06,$45.13,$44.07
08/02/2019,$45.60,5346434,$46.69,$47.50,$45.37
08/01/2019,$46.85,5803209,$48.15,$48.60,$46.78
07/31/2019,$48.44,5188502,$48.49,$49.43,$47.95
07/30/2019,$48.40,4194314,$47.78,$48.44,$47.78
07/29/2019,$48.05,4219839,$48.52,$48.88,$47.98
07/26/2019,$49.11,5066020,$50.27,$50.30,$48.92
07/25/2019,$50.77,4254577,$51.64,$51.99,$50.30
07/24/2019,$52.79,3516493,$52.50,$52.99,$52.04
07/23/2019,$52.62,4387686,$51.00,$52.90,$50.95
07/22/2019,$50.88,2815169,$51.504,$51.57,$50.60
07/19/2019,$51.52,3221517,$51.77,$51.83,$51.50
07/18/2019,$51.75,3662569,$51.55,$52.05,$51.28
07/17/2019,$51.60,4417567,$52.16,$52.30,$51.23
07/16/2019,$52.32,6011246,$50.95,$52.6446,$50.95
07/15/2019,$50.93,4923844,$49.77,$50.95,$49.66
07/12/2019,$49.71,4328444,$48.46,$50.04,$48.08
07/11/2019,$47.78,4202113,$47.73,$48.06,$47.18
07/10/2019,$47.55,3507432,$48.34,$48.42,$47.52
07/09/2019,$47.87,4967429,$48.30,$48.43,$47.50
07/08/2019,$48.52,5936049,$49.34,$49.50,$48.385
07/05/2019,$49.31,2529919,$49.01,$49.37,$48.96
07/03/2019,$49.33,2479359,$49.46,$49.65,$49.20
07/02/2019,$49.40,4726195,$50.00,$50.06,$48.76
07/01/2019,$50.16,4659633,$50.00,$50.20,$49.52
06/28/2019,$49.31,6507386,$51.04,$51.20,$49.08
06/27/2019,$50.91,4097246,$50.61,$51.14,$50.5307
06/26/2019,$50.45,5244396,$49.85,$51.22,$49.81
06/25/2019,$49.69,4005218,$49.49,$50.2228,$49.05
06/24/2019,$49.58,4602352,$48.51,$49.70,$48.32
06/21/2019,$48.36,9478466,$48.82,$49.27,$48.31
06/20/2019,$48.93,4228328,$49.095,$49.59,$48.62
06/19/2019,$48.50,5404141,$49.95,$50.24,$48.33
06/18/2019,$49.61,5014237,$49.75,$50.57,$49.40
06/17/2019,$49.35,5787336,$50.06,$50.33,$49.05
06/14/2019,$51.15,3919484,$52.63,$52.69,$51.00
06/13/2019,$52.88,4179766,$52.68,$52.95,$52.04
06/12/2019,$52.49,3103878,$52.06,$52.64,$51.68
06/11/2019,$52.04,5144357,$52.00,$52.17,$51.56
06/10/2019,$51.62,5434387,$51.72,$52.10,$51.58
06/07/2019,$51.30,5391099,$51.13,$51.69,$50.87
06/06/2019,$51.06,6228075,$50.28,$51.31,$50.15
06/05/2019,$50.34,6413509,$50.49,$50.57,$49.0496
06/04/2019,$49.93,7043092,$48.68,$49.93,$48.64
06/03/2019,$47.96,5905198,$46.85,$47.96,$46.85
05/31/2019,$46.76,3396850,$47.96,$48.00,$46.75
05/30/2019,$48.47,3777607,$48.12,$48.59,$48.02
05/29/2019,$48.71,3525856,$48.20,$49.43,$48.01
05/28/2019,$48.56,6613184,$49.37,$49.43,$48.10
05/24/2019,$49.20,2918936,$49.39,$49.575,$48.44
05/23/2019,$48.71,4919173,$49.50,$49.86,$48.21
05/22/2019,$50.21,3019120,$50.46,$50.61,$49.965
05/21/2019,$50.63,4968460,$50.28,$51.19,$50.02
05/20/2019,$50.08,5168422,$50.40,$50.54,$49.92
05/17/2019,$50.80,4440775,$52.34,$52.52,$50.66
05/16/2019,$52.98,3689745,$53.29,$53.55,$52.73
05/15/2019,$52.95,2928861,$51.98,$53.325,$51.67
05/14/2019,$52.48,4204519,$51.33,$53.00,$50.84
05/13/2019,$50.95,4213102,$52.28,$52.55,$50.76
05/10/2019,$53.07,4758371,$52.94,$53.7141,$52.49
05/09/2019,$52.93,4579758,$52.26,$53.14,$51.55
05/08/2019,$52.48,5390685,$53.33,$53.395,$52.31
05/07/2019,$52.95,7330785,$52.86,$53.325,$52.65
05/06/2019,$53.46,6089501,$52.15,$54.03,$51.70
05/03/2019,$53.30,7401851,$53.20,$53.35,$51.72
